설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
지음약국,세종특별자치시,없음,"세종특별자치시 마음로 181, 1019동 B112호 (고운동, 가락마을10단지)",세종특별자치시 고운동 1400,36.51484708,127.2280006,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
세종이마트 믿음약국,세종특별자치시,없음,"세종특별자치시 금송로 687, 3층 (가람동, 이마트 세종점)",세종특별자치시 가람동 970,36.47089965,127.2509825,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
어진동행정복지센터,세종특별자치시,없음,세종특별자치시 다솜1로31,세종특별자치시 어진동 518,36.50190569,127.2566165,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
나성동행정복지센터,세종특별자치시,없음,세종특별자치시 갈매로 280,세종특별자치시 나성동 850,36.4891256864,127.2642468687,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
반곡동행정복지센터,세종특별자치시,없음,세종특별자치시 반곡로 39,세종특별자치시 반곡동 855,36.4986798767,127.3106457007,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
해밀동행정복지센터,세종특별자치시,없음,세종특별자치시 해밀1로45,세종특별자치시 해밀동 325,36.5271281962,127.2683375797,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
다정동행정복지센터,세종특별자치시,없음,세종특별자치시 다정남3로10,세종특별자치시 다정동 929,36.4941139056,127.250215257,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
소담동행정복지센터,세종특별자치시,없음,세종특별자치시 한누리대로 2023,세종특별자치시 소담동 579,36.4840663253,127.3003565682,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
새롬동행정복지센터,세종특별자치시,없음,세종특별자치시 새롬중앙로 44,세종특별자치시 새롬동 575,36.4851794223,127.251880486,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
보람동행정복지센터,세종특별자치시,없음,세종특별자치시 호려울로42,세종특별자치시 보람동 763,36.4785853365,127.2908453992,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
종촌동행정복지센터,세종특별자치시,없음,세종특별자치시 도움3로125,세종특별자치시 종촌동 677,36.5046345,127.2468694,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
도담동행정복지센터,세종특별자치시,없음,세종특별자치시 보람로 77,세종특별자치시 도담동 645,36.5154054637,127.261746223,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
장군면행정복지센터,세종특별자치시,없음,세종특별자치시 장군면 장척로 400-1,세종특별자치시 장군면 도계리 167,36.4966736,127.2056188,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
한솔동행정복지센터,세종특별자치시,없음,세종특별자치시 노을3로 85,세종특별자치시 한솔동 964,36.4791740367,127.2546671392,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
고운동행정복지센터,세종특별자치시,없음,세종특별자치시 마음로 284,세종특별자치시 고운동 1382,36.51972434,127.2365898,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
아름동행정복지센터,세종특별자치시,없음,세종특별자치시 보듬3로114,세종특별자치시 아름동 1286,36.5123515,127.2468897,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
연동면행정복지센터,세종특별자치시,없음,세종특별자치시 연동면 장욱진로 7,세종특별자치시 연동면 내판리 33-1,36.5553423,127.3273282,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
부강면행정복지센터,세종특별자치시,없음,세종특별자치시 부강면 부강5길38,세종특별자치시 부강면 부강리 138,36.52942609,127.3707531,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
금남면행정복지센터,세종특별자치시,없음,세종특별자치시 금남면 용포로 57,세종특별자치시 금남면 용포리 122-1,36.4637369747,127.2802868355,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
대평동행정복지센터,세종특별자치시,없음,세종특별자치시 대평1길 10,세종특별자치시 대평동 710,36.4709544067,127.2792664207,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
연기면행정복지센터,세종특별자치시,없음,세종특별자치시 당산로 81,세종특별자치시 한별동 317-31,36.5419050089,127.2731692993,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
연서면행정복지센터,세종특별자치시,없음,세종특별자치시 연서면 대첩로 238,세종특별자치시 연서면 성제리 293,36.5925687582,127.2715220683,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
조치원읍행정복지센터,세종특별자치시,없음,세종특별자치시 조치원읍 새내16길 17,세종특별자치시 조치원읍 교리 9-1,36.60454817,127.2984603,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
전동면행정복지센터,세종특별자치시,없음,세종특별자치시 전동면 운주산로 714,세종특별자치시 전동면 청람리 26-1,36.6627551449,127.2336795998,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
전의면 행정복지센터,세종특별자치시,없음,세종특별자치시 전의면 운주산로 1270,세종특별자치시 전의면 읍내리 99,36.681406313,127.1960031749,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
쌍류보건진료소,세종특별자치시,없음,세종특별자치시 연서면 도신고복로 427,세종특별자치시 연서면 쌍류리 706-59,36.594974899,127.2139040304,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
와촌보건진료소,세종특별자치시,없음,세종특별자치시 연서면 용연로 635,세종특별자치시 연서면 와촌리 968-1,36.5567736653,127.246304045,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
송곡보건진료소,세종특별자치시,없음,세종특별자치시 전동면 금이로 184,세종특별자치시 전동면 송곡리 138-24,36.6308979668,127.269295572,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
응암보건진료소,세종특별자치시,없음,세종특별자치시 연동면 송암로 246,세종특별자치시 연동면 응암리 168-6,36.55732784,127.3413241,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
황용보건진료소,세종특별자치시,없음,세종특별자치시 금남면 금남구즉로 487,세종특별자치시 금남면 황용리 448,36.4802769547,127.3295507646,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
서약국,세종특별자치시,없음,세종특별자치시 금남면 용포로 116,세종특별자치시 금남면 용포리 213-1,36.46885879,127.2812136,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
세종현약국,세종특별자치시,없음,"세종특별자치시 나성북로15, 114호(나성동 MVG빌딩)",세종특별자치시 나성동 799,36.4897295,127.2583865,,우체국공익재단,,2026-01-21,5690000,세종특별자치시
대전마더스약국,대전광역시,서구,대전광역시 서구 둔산로 201,대전광역시 서구 둔산동 1809,36.3551065167,127.3981431105,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
대동한약국,대전광역시,서구,대전광역시 서구 갈마로261번길 35,대전광역시 서구 괴정동 89-52,36.334198778,127.3838252133,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
동해약국,대전광역시,서구,대전광역시 서구 문정로 32(탄방동),대전광역시 서구 탄방동 598,36.3464398474,127.3830779,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
대전조이약국,대전광역시,서구,대전광역시 서구 계룡로553번길 18(탄방동),대전광역시 서구 탄방동 672,36.34365729,127.3854699062,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
뉴굿모닝약국,대전광역시,서구,대전광역시 서구 계룡로 607(탄방동),대전광역시 서구 탄방동 90-2,36.3408089906,127.3907523456,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
누리샤크존약국,대전광역시,서구,대전광역시 서구 둔산중로 19(탄방동),대전광역시 서구 탄방동 590,36.348221,127.3861704,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
나음약국,대전광역시,서구,대전광역시 서구 문정로 144(탄방동),대전광역시 서구 탄방동 1032,36.346960,127.3954252,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
검지약국,대전광역시,서구,대전광역시 서구 계룡로553번길 72(탄방동),대전광역시 서구 탄방동 660,36.34614537,127.3854314,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
대청정문약국,대전광역시,서구,대전광역시 서구 혜천로 15(정림동),대전광역시 서구 정림동 산30-15,36.30813094,127.3698908,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
대청건강약국,대전광역시,서구,대전광역시 서구 혜천로 15(정림동),대전광역시 서구 정림동 산30-15,36.30813094,127.3698908,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
늘조은약국,대전광역시,서구,대전광역시 서구 정림로 62-1(정림동),대전광역시 서구 정림동 592,36.30593464,127.3654196,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
굿모닝약국,대전광역시,서구,대전광역시 서구 계백로 1280(정림동),대전광역시 서구 정림동 505,36.30751944,127.3651004,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
남화약국,대전광역시,서구,"대전광역시 서구 청사로 5(월평동, 하나로아파트)",대전광역시 서구 월평동 311-1,36.3601902683,127.3656751995,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
대전프라자약국,대전광역시,서구,대전광역시 서구 월평북로 82(월평동),대전광역시 서구 월평동 256,36.36202129,127.3772924,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
동민약국,대전광역시,서구,대전광역시 서구 계룡로 662-1(용문동),대전광역시 서구 용문동 256-31,36.33695778,127.3944942,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
누리태평양약국,대전광역시,서구,대전광역시 서구 도산로 354(용문동),대전광역시 서구 용문동 263-1,36.33627044,127.3909864,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
광혜당약국,대전광역시,서구,대전광역시 서구 도산로 200(변동),대전광역시 서구 변동 31-59,36.32601364,127.3797396633,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
도아약국,대전광역시,서구,대전광역시 서구 청사로 148(둔산동),대전광역시 서구 둔산동 939,36.35946085,127.3802034284,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
도담약국,대전광역시,서구,대전광역시 서구 대덕대로 189(둔산동),대전광역시 서구 둔산동 1046,36.35024466,127.3772627,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
더희망약국,대전광역시,서구,대전광역시 서구 둔산로 77(둔산동),대전광역시 서구 둔산동 1268,36.35156549,127.3824133812,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
더타임약국,대전광역시,서구,대전광역시 서구 둔산로31번길 21(둔산동),대전광역시 서구 둔산동 988,36.35269441,127.3772639,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
늘푸른약국,대전광역시,서구,대전광역시 서구 대덕대로242번길 26(둔산동),대전광역시 서구 둔산동 1339,36.35413491,127.3809649,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
고운약국,대전광역시,서구,대전광역시 서구 대덕대로 195(둔산동),대전광역시 서구 둔산동 1043,36.35075161,127.3776148754,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
경보약국,대전광역시,서구,대전광역시 서구 둔산로 67(둔산동),대전광역시 서구 둔산동 1272,36.35156849,127.3812924,,대전광역시 서구,042-288-3582,2025-11-30,3660000,대전광역시 서구
3공단부영아파트,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리3길 70 (3공단부영아파트),경상북도 칠곡군 석적읍 중리 141,36.07864814,128.413448,,경상북도 칠곡군청,054-979-8210,2025-12-23,5220000,경상북도 칠곡군
우방신천지아파트,경상북도,칠곡군,경상북도 칠곡군 석적읍 석적로 955-19 (우방신천지아파트),경상북도 칠곡군 석적읍 남율리 710,36.07460433,128.3917791,,경상북도 칠곡군청,054-979-8210,2025-12-23,5220000,경상북도 칠곡군
완주군보건소,전북특별자치도,완주군,전북특별자치도 완주군 삼례읍 삼봉8로 10-10,전북특별자치도 완주군 삼례읍 수계리 1242-1,35.92167523,127.1225328,1층 현관,,,2025-08-05,4721000,전북특별자치도 완주군
완주군의회,전북특별자치도,완주군,전북특별자치도 완주군 용진읍 지암로 61,전북특별자치도 완주군 용진읍 운곡리 975-78,35.90528377,127.160721,1층,,,2025-08-05,4721000,전북특별자치도 완주군
